Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"Y Al Mashhadany, HR Alsanad, MA Al-Askari, ...","Irrigation intelligence—enabling a cloud-based Internet of Things approach for enhanced water management in agriculture",2024,"Environmental …","Springer","https://link.springer.com/article/10.1007/s10661-024-12606-1","https://scholar.google.com/scholar?cites=6791064025591466846&as_sdt=2005&sciodt=2007&hl=en",396,"2025-01-07 12:13:53","","10.1007/s10661-024-12606-1","","",,,,,4,4.00,1,4,1,"Advanced sensor technology, especially those that incorporate artificial intelligence (AI), has been recognized as increasingly important in various contemporary applications, including …","","https://scholar.google.com/scholar?q=related:XktQLMC0Pl4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
40,"AP Nilsen, DLF Nilsen","Names and naming in young adult literature",2007,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=neMlAAAAQBAJ&oi=fnd&pg=PR3&dq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&ots=S0Bayk-OMO&sig=tdlgBECb_D8aEneMz5XGpJjIZDE","https://scholar.google.com/scholar?cites=11497158569666473807&as_sdt=2005&sciodt=2007&hl=en",397,"2025-01-07 12:13:53","BOOK","","","",,,,,40,2.22,20,2,18,"This book shows how authors of young adult literature use the creation of names for people, places, events, inventions, animals, and imaginary concepts as one of their most important …","","https://scholar.google.com/scholar?q=related:T-9O980cjp8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"L Ferro","Development of new technologies and methods for next-generation gamma-ray telescopes",2024,"","sfera.unife.it","https://sfera.unife.it/handle/11392/2549511","",398,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,1,"… 84 4.3 Comparison between the real Swift/BAT dataset and the corresponding simulated dataset on the same four metrics defined for the BATSE dataset, analogously toFigure 4.2. . . . . . …","https://sfera.unife.it/bitstream/11392/2549511/2/Ferro_lisa_tesi.pdf","https://scholar.google.com/scholar?q=related:6SYb2umujgcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"D Gilmore","Tactical Naval Issues Operations and Tactics Analysis",2008,"","cna.org","https://www.cna.org/archive/CNA_Files/pdf/d0018865.a1.pdf","",399,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,17,"In this CNA Information Memorandum (CIM), we present a primer on ground combat models with brief reviews on Lanchester-type attrition equations and how CNA used a multiagent-…","https://www.cna.org/archive/CNA_Files/pdf/d0018865.a1.pdf","https://scholar.google.com/scholar?q=related:9mSDLrvHyUUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
2,"HM Rising","Invoking Animal Magic",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=guotAgAAQBAJ&oi=fnd&pg=PA1&dq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&ots=pQE2UatK9S&sig=OYulszlqSmKqg_VdZeDR4BmAquE","https://scholar.google.com/scholar?cites=1113665797424660990&as_sdt=2005&sciodt=2007&hl=en",400,"2025-01-07 12:13:53","BOOK","","","",,,,,2,0.17,2,1,12,"Invoking Animal Magic explores the power and wisdom of animal allies. More than a compilation of interesting facts—stories, folklore and animal behavior are integrated in a modern …","","https://scholar.google.com/scholar?q=related:_sH_bSSJdA8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"HD van der Gon, A Visschedijk, M van het Bolscher","Study to the effectiveness of the UNECE Persistent Organic Pollutants (POP) Protocol and cost of additional measures",2006,"… reduction and cost of options for …","","","https://scholar.google.com/scholar?cites=6859705345965249520&as_sdt=2005&sciodt=2007&hl=en",401,"2025-01-07 12:13:53","CITATION","","","",,,,,1,0.05,0,3,19,"","https://publications.tno.nl/publication/105226/AepeTG/2006-A-R0187.pdf","https://scholar.google.com/scholar?q=related:8FMb-qqRMl8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"J Lee, B Williams","ASEBL JOURNAL",2009,"","assets.sfc.edu","https://assets.sfc.edu/content/documents/academics/ASEBLv5n2Summer09.pdf","",402,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,2,16,"2 who provides an interesting contrast by which such consumer critiques can be judged. Florian explains of himself,“I’m not immoral, I’m merely very, very rich, and because I’m very, …","https://assets.sfc.edu/content/documents/academics/ASEBLv5n2Summer09.pdf","https://scholar.google.com/scholar?q=related:GNL3RULpBasJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"M Sommer","That Review of Pastor Goerss's Book in the"" Lutheran""",1938,"Concordia Theological Monthly","scholar.csl.edu","https://scholar.csl.edu/ctm/vol9/iss1/62/","",403,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,87,"On page 18 of the Lutheran of March 16 we find a review of Pastor Daniel F. Goerss's book of sermons''In the Upper Room.” The reviewer, Rev. Carroll J. Rockey, while bestowing some …","https://scholar.csl.edu/cgi/viewcontent.cgi?article=2322&context=ctm","https://scholar.google.com/scholar?q=related:aaDxkOn0WNAJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"P Moser, G Wiechers, P van Os, ...","Demonstration of highest capture rates for deep removal-Pilot plant test with CO2 capture rates from 98% to> 99.9% with an AMP/PZ-based solvent",2024,"PZ-Based Solvent …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5016144","https://scholar.google.com/scholar?cites=4286705939372729986&as_sdt=2005&sciodt=2007&hl=en",404,"2025-01-07 12:13:53","","","","",,,,,1,1.00,0,4,1,"In the Clean Energy Transition Partnership project DRIVE (Deep Removal of CO2 and InnoVative Electrification concepts), for the first time a holistic evaluation of deep removal …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5016144","https://scholar.google.com/scholar?q=related:gmbeBFdwfTsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"VA Roman","Faculty Ducks Grading Issue",,"core.ac.uk","","https://core.ac.uk/download/pdf/328163213.pdf","",405,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,,"InFall 1992 when the faculty decided to change UB Law School's grading system, little time was given to when the change would be applied. After the vote was carried last semester to …","https://core.ac.uk/download/pdf/328163213.pdf","https://scholar.google.com/scholar?q=related:Qru_tPPyg8wJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"A Rechberger","Ilona Szednyj Karl Jamek Ilse Schindler",2004,"","zobodat.at","https://www.zobodat.at/pdf/UBA_CP-036_0001-0385.pdf","",406,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,21,"… The purpose of the BAT review is thus to provide general indications regarding the emissions and consumption levels that might be considered as an appropriate reference point to …","https://www.zobodat.at/pdf/UBA_CP-036_0001-0385.pdf","https://scholar.google.com/scholar?q=related:Lk6yzriwzZgJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
8,"L Waldron","Like turtles, islands float away: Emergent distinctions in the zoomorphic iconography of Saladoid ceramics of the Lesser Antilles, 250 BCE to 650 CE",2010,"","search.proquest.com","https://search.proquest.com/openview/8c54611101ce7391e95aa89d5d767658/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=15980818502813734861&as_sdt=2005&sciodt=2007&hl=en",407,"2025-01-07 12:13:53","BOOK","","","",,,,,8,0.53,8,1,15,"The late first millennium BCE to early first millennium CE saw the beginning of the Ceramic Age in the Caribbean islands. The ceramic culture that effected this transition was the …","","https://scholar.google.com/scholar?q=related:zdczIMJFx90J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"NFGS Almeida","Implementation and Optimization of Photocoagulation Retinal Treatment Detection Algorithms",2016,"","search.proquest.com","https://search.proquest.com/openview/94f5b60b4c9c634465e3768ebc7ba850/1?pq-origsite=gscholar&cbl=2026366&diss=y","",408,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,9,"A Retinopatia Diabética é uma complicação da Diabetes Mellitus que pode causar perda de visão, podendo ser prevenida e tratada. O tratamento mais comum desta patologia é feito …","","https://scholar.google.com/scholar?q=related:KJGMHW_NjN0J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"CJ Brouckaert, F Mhlanga, A Mashava","Investigation Into Methods for the Development of a Protocol for Quantitative Assessment of Industrial Effluents for Permitting of Discharge to Sewer: An …",2013,"","wrc.org.za","https://www.wrc.org.za/wp-content/uploads/mdocs/1734-1-131.pdf","https://scholar.google.com/scholar?cites=5780998407083508948&as_sdt=2005&sciodt=2007&hl=en",409,"2025-01-07 12:13:53","BOOK","","","",,,,,1,0.08,0,3,12,"The major elements that the local authority has for managing industrial wastewater are its wastewater treatment plants for remediation, discharge permits for placing limits on what may …","https://www.wrc.org.za/wp-content/uploads/mdocs/1734-1-131.pdf","https://scholar.google.com/scholar?q=related:1MRPFWw7OlAJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
18,"B Hausdorf","Beyond Wallace's line–dispersal of Oriental and Australo-Papuan land-snails across the Indo-Australian Archipelago",2019,"Zoological Journal of the Linnean Society","academic.oup.com","https://academic.oup.com/zoolinnean/article-abstract/185/1/66/5035140","https://scholar.google.com/scholar?cites=7527429306717744799&as_sdt=2005&sciodt=2007&hl=en",410,"2025-01-07 12:13:53","","","","",,,,,18,3.00,18,1,6,"… However, in this bat dataset, several islands were combined a priori into island groups and, therefore, the analyses are hardly comparable with the other analyses and may contain …","","https://scholar.google.com/scholar?q=related:n67GihLNdmgJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"R Cownden, M Lucquiaud","Assessing Best Practices in Natural Gas Production and Emerging CO2 Capture Techniques to Minimize the Carbon Footprint of Electricity Generation",2024,"Environmental Science &Technology","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.4c02933","",411,"2025-01-07 12:13:53","","10.1021/acs.est.4c02933","","",,,,,0,0.00,0,2,1,"Natural gas (NG) is expected to provide a substantial portion of electricity generation in many jurisdictions for the foreseeable future. Postcombustion carbon capture and storage (CCS) …","https://pubs.acs.org/doi/full/10.1021/acs.est.4c02933","https://scholar.google.com/scholar?q=related:c3pJDaSabw0J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"J Braeken","Modeling Residual Dependencies in Latent Variable Models with Copulas",2008,"","lirias.kuleuven.be","https://lirias.kuleuven.be/retrieve/69116","",412,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,17,"Latente variabele modellen zijn populair in vele domeinen waarin constructen voorkomen die indirect gemeten worden door middel van een set manifeste indicatoren. Voorbeelden …","https://lirias.kuleuven.be/retrieve/69116","https://scholar.google.com/scholar?q=related:VOtMzZ9MjzkJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
7,"C Bell","Location of dopamie stores in rat kidney",1983,"Experientia","Springer","https://link.springer.com/article/10.1007/BF01990298","https://scholar.google.com/scholar?cites=14391188830255981152&as_sdt=2005&sciodt=2007&hl=en",413,"2025-01-07 12:13:53","","10.1007/BF01990298","","",,,,,7,0.17,7,1,42,"In normotensive and genetically hypertensive Wistar rats, chronic renal denervation reduces renal cortical levels of noradrenaline and dopamine by more than 90%. Non-neural stores …","","https://scholar.google.com/scholar?q=related:YCL6Sv7Ft8cJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"M Pokora, L Joel, A Ibrahim, M Lucquiaud, ...","An experimental investigation of optimum conditions for continuous two-stage reclaiming of MEA solvent inventories from commercial plants",2024,"Available at SSRN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5064077","https://scholar.google.com/scholar?cites=15801855799381603435&as_sdt=2005&sciodt=2007&hl=en",414,"2025-01-07 12:13:53","","","","",,,,,1,1.00,0,5,1,"This paper describes a series of tests to investigate the optimum conditions for continuous two-stage reclaiming of used monoethanolamine (MEA) solvent from an operating commercial …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5064077","https://scholar.google.com/scholar?q=related:azQWsiB4S9sJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
38,"J Himms-Hagen","Exercise in a pill: feasibility of energy expenditure targets",2004,"Current Drug Targets-CNS &Neurological …","ingentaconnect.com","https://www.ingentaconnect.com/content/ben/cdtcnsnd/2004/00000003/00000005/art00005","https://scholar.google.com/scholar?cites=14914436955470049335&as_sdt=2005&sciodt=2007&hl=en",415,"2025-01-07 12:13:53","","","","",,,,,38,1.81,38,1,21,"The possibility of developing a pill to increase energy expenditure is explored by examining the metabolic processes involved. Such a pill should be targeted at organ systems involved …","","https://scholar.google.com/scholar?q=related:NzDAE2S5-s4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"MK Hayes","University of San Diego Sc, hool of Law",,"digital.sandiego.edu","","https://digital.sandiego.edu/cgi/viewcontent.cgi?article=1124&context=motions","",416,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,,"; Professor Richard Wharton, who directs the program, described the experience of being a team member as"" the most intensive· training you can receive at this school."" He went on to …","https://digital.sandiego.edu/cgi/viewcontent.cgi?article=1124&context=motions","https://scholar.google.com/scholar?q=related:5u6AOSaqPIIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"MD Wilkes, J Ejeh, D Roberts, S Brown","Cost of small-scale dispatchable CO2 capture: Techno-economic comparison and case study evaluation",2023,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1750583623001019","https://scholar.google.com/scholar?cites=1784068073336536800&as_sdt=2005&sciodt=2007&hl=en",417,"2025-01-07 12:13:53","HTML","","","",,,,,3,1.50,1,4,2,"Dispatchable power sources are crucial for electricity system stability and security of supply. Currently, the United Kingdom uses small-scale (<50 MWe) gas turbines to provide this …","https://www.sciencedirect.com/science/article/pii/S1750583623001019","https://scholar.google.com/scholar?q=related:4P5W1nVIwhgJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
